16255280	228
16257399	26387.97
16253192	103360
16256046	844.92
16256196	196.2
16257416	7232.4
16256264	582.52
16256703	263.9
16256572	30864.12
16251211	12.5
16256585	2346
16254714	8406
16254078	155.04
16255017	59
16256585	3778.5
16253501	129.15
16256703	2796.1
16251184	12.5
16253831	147.5
16251647	118.56
16254143	-189.42
16256572	56691.81
16256703	30396
16253159	19.58
16257172	5616.8
16257381	12.9
16256135	648
16256421	3515
16257894	688.1
16254898	7283.64
16256135	1843
16251486	210.7
16256766	558
16258884	-8560
16256911	198
16257920	14256
16256556	57.04
16251235	72
16254749	40.57
16251531	49.88
16257692	12.9
16256539	2679.3
16252511	116.82
16256585	508.2
16253607	431.7
16256413	17746.2
16256153	241.87
16257920	1766.4
16256465	8335.18
16257964	5004.15
16257098	45.82
16256572	2588.25
16256306	47.98
16253532	2720.25
16251706	53.72
16253882	1.8
16254420	280
16251631	43.19
16254325	42030
16257336	217.72
16255503	5132.4
16258160	-9.38
16250512	14900
16256304	5753.7
16254055	149.7
16257352	9450
16253531	7108
16255673	-660.19
16255951	90.96
16256717	877.98
16256222	39862.8
16253607	798
16256242	7216.8
16257191	775.2
16254096	90
16254384	463.5
16251641	214.35
16253043	746.63
16254409	578.55
16254082	179.4
16254705	181.3
16255435	1695
16252768	192.5
16253218	67.44
16256719	22252.86
16258031	602.91
16256341	65.1
16256504	106.86
16255951	810
16252725	47.49
16257577	8085
16251670	109.44
16254400	47.4
16258137	3572.8
16254185	442.5
16257388	219.15
16256462	200
16250201	7413
16253279	30.6
16257577	79596
16256572	5278
16257944	4233.6
16251216	4.8
16257755	2592
16254420	20.2
16257577	13443
16258035	13885.2
16251870	34.66
16250585	250
16255499	15.8
16254595	46.31
16255913	841.31
16254415	128.8
16248560	465.9
16253607	2235.6
16252499	87.77
16254822	146.9
16255426	479.8
16256161	164.43
16256409	29580
16257893	4482
16253137	260
16250449	10500
16256727	15463.73
16255422	126.5
16253730	10.4
16255073	358.1
16257416	10361.6
16252108	6804
16255061	158.49
16256436	7
16252463	1537.79
16254184	12.06
16252422	35020
16257970	-52.3
16257546	10335
16257555	-150.54
16253452	16.59
16251250	3.5
16255199	26.3
16256409	624.64
16253607	94.3
16257707	550.13
16257416	62820
16253463	1486
16254229	800
16256976	1010
16253274	590
16252093	447.2
16257893	27645
16255546	46.7
16253884	8
16257392	320
16251687	27.23
16257416	21760
16258041	1628.4
16257944	1159.5
16251060	25
16255890	6720
16253340	11.46
16253730	511.78
16253535	370.04
16255542	56.78
16257416	14688
16252650	49.74
16250448	134.2
16252056	2941.2
16258318	9.63
16258114	-23.46
16253325	-540
16257381	9
16254076	87.77
16257757	366.86
16257577	20324
16254411	413.9
16253006	1156.98
16250431	1762
16253537	9783
16257997	13810.2
16258247	95
16255499	32.77
16254081	87.77
16257893	4234
16255115	64.49
16258001	34440
16253032	87.77
16255173	436.77
16258053	7224
16257893	4173
16256976	3
16251944	71.3
16251547	5080
16256904	49.74
16251803	27.23
16256542	800
16256153	358.7
16256572	9049.74
16257677	-1452.5
16256542	748.2
16256700	7079.63
16256733	852.6
16256447	3813.56
16255209	275.07
16254605	114.82
16258220	155.43
16257577	8666
16256585	1426
16254762	71.26
16256454	564.54
16253850	16
16253254	152.36
16255431	148.6
16256700	7052.22
16257453	337.2
16251494	4134
16258137	4004.78
16254924	1980
16257558	-37.42
16255171	2194.43
16256125	788.2
16251522	271.01
16254458	3.38
16251149	27.41
16253013	178.1
16253012	904.67
16258050	4096
16257856	41097.12
16255554	272.2
16256155	1921.19
16251675	32.6
16252651	27
16253023	190
16258837	-4073.4
16252047	59.6
16257122	17.7
16255230	7976.28
16257411	18906
16256142	375
16249909	10964
16258029	602.4
16254405	10.67
16257408	141.29
16255035	93.6
16255913	1463.63
16255264	114
16256509	53.58
16256472	5684
16257398	18856
16256585	3030
16256472	81301.5
16252524	12.84
16256088	3303.36
16254277	111.72
16252508	60
16256254	1092.55
16254656	25.76
16257893	3400
16252494	2142
16257398	810
16253908	11952.64
16248807	105.56
16256719	5563.21
16256117	38.19
16257965	5.8
16255951	2902.5
16250347	25
16253537	160
16258129	25963.5
16256717	18825.41
16254827	123.14
16255960	6.8
16256748	675.38
16256142	3498
16256955	670.8
16251869	94.8
16258668	-2575.2
16255256	114
16253192	62592
16255271	114
16253055	288.78
16257399	39872.45
16258076	68720
16253627	1508.1
16255499	2.4
16257920	548.4
16258041	169.28
16256463	26454.96
16255913	1202.98
16256465	10150
16256119	8814.26
16250374	12.5
16253530	4250.4
16253626	1563.6
16257863	6372
16255615	-8803.62
16254804	109.32
16257172	5939.1
16256919	4896.36
16257237	2376.15
16253607	575.4
16255236	228
16254229	2472
16254070	124.35
16253498	53
16251215	150.6
16254596	186
16254876	13.14
16255232	478.57
16257964	10076.92
16253507	123.66
16256946	177.02
16258206	12312
16253741	11
16257965	14
16255261	251536.2
16255938	383.1
16256135	6040
16257874	5996
16257945	5250
16253627	55.8
16254388	79.2
16258180	-52.2
16256203	49536
16250430	460320
16251547	1368
16254845	33189.6
16257172	1076.4
16256676	102.15
16258826	-710.24
16253467	39.9
16250561	481.3
16255499	66.75
16257256	356.7
16257374	210.1
16257150	93090
16257863	1040.8
16253273	145.59
16258176	-190.41
16257392	1652.7
16255241	114
16258318	32
16257416	49935
16251194	197.5
16256749	3423
16254140	335.58
16256717	2496.9
16253819	1455.9
16252230	350.18
16253140	491.2
